2014-02-22T15:44:52.991536Z <001>    11 MB info    | loading project file ./13_00_01.0250.appleseed.jonathans-mbp-2_lan...
2014-02-22T15:44:53.057402Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_office_chair1_geo_office_chair_seatShape_155_6.obj (1 object, 468 vertices, 878 triangles) in 1 ms.
2014-02-22T15:44:53.057734Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_office_chair1_geo_office_chair_baseShape_149_6.obj (1 object, 204 vertices, 380 triangles) in 0 ms.
2014-02-22T15:44:53.057840Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pCubeShape23_156_6.obj (1 object, 8 vertices, 12 triangles) in 0 ms.
2014-02-22T15:44:53.057939Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pCubeShape24_157_6.obj (1 object, 8 vertices, 12 triangles) in 0 ms.
2014-02-22T15:44:53.058027Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pCubeShape32_158_6.obj (1 object, 4 vertices, 2 triangles) in 0 ms.
2014-02-22T15:44:53.058195Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pCubeShape33_159_6.obj (1 object, 25 vertices, 30 triangles) in 0 ms.
2014-02-22T15:44:53.058354Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pCubeShape34_160_6.obj (1 object, 59 vertices, 82 triangles) in 0 ms.
2014-02-22T15:44:53.058605Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pCubeShape40_161_6.obj (1 object, 156 vertices, 300 triangles) in 0 ms.
2014-02-22T15:44:53.058709Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pCubeShape58_162_6.obj (1 object, 8 vertices, 12 triangles) in 0 ms.
2014-02-22T15:44:53.058838Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pCubeShape59_163_6.obj (1 object, 12 vertices, 20 triangles) in 0 ms.
2014-02-22T15:44:53.058971Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pCubeShape60_164_6.obj (1 object, 34 vertices, 52 triangles) in 0 ms.
2014-02-22T15:44:53.059084Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pCubeShape64_165_6.obj (1 object, 16 vertices, 24 triangles) in 0 ms.
2014-02-22T15:44:53.059208Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pCubeShape65_166_6.obj (1 object, 28 vertices, 48 triangles) in 0 ms.
2014-02-22T15:44:53.059386Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pCubeShape67_167_6.obj (1 object, 72 vertices, 140 triangles) in 0 ms.
2014-02-22T15:44:53.059558Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pCubeShape68_168_6.obj (1 object, 72 vertices, 140 triangles) in 0 ms.
2014-02-22T15:44:53.059658Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pCubeShape72_169_6.obj (1 object, 8 vertices, 12 triangles) in 0 ms.
2014-02-22T15:44:53.059801Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pCubeShape73_170_6.obj (1 object, 40 vertices, 72 triangles) in 0 ms.
2014-02-22T15:44:53.059919Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pCubeShape74_171_6.obj (1 object, 8 vertices, 10 triangles) in 0 ms.
2014-02-22T15:44:53.060171Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pCubeShape75_172_6.obj (1 object, 62 vertices, 120 triangles) in 0 ms.
2014-02-22T15:44:53.060326Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pCubeShape76_173_6.obj (1 object, 18 vertices, 26 triangles) in 0 ms.
2014-02-22T15:44:53.060651Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pCubeShape77_174_6.obj (1 object, 112 vertices, 220 triangles) in 0 ms.
2014-02-22T15:44:53.060756Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pCubeShape78_175_6.obj (1 object, 8 vertices, 12 triangles) in 0 ms.
2014-02-22T15:44:53.060860Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pCubeShape79_176_6.obj (1 object, 8 vertices, 12 triangles) in 0 ms.
2014-02-22T15:44:53.060962Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pCubeShape80_177_6.obj (1 object, 8 vertices, 12 triangles) in 0 ms.
2014-02-22T15:44:53.061061Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pCubeShape81_178_6.obj (1 object, 8 vertices, 12 triangles) in 0 ms.
2014-02-22T15:44:53.061162Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pCubeShape82_179_6.obj (1 object, 8 vertices, 12 triangles) in 0 ms.
2014-02-22T15:44:53.061261Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pCubeShape83_180_6.obj (1 object, 8 vertices, 12 triangles) in 0 ms.
2014-02-22T15:44:53.061359Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pCubeShape84_181_6.obj (1 object, 8 vertices, 12 triangles) in 0 ms.
2014-02-22T15:44:53.061457Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pCubeShape85_182_6.obj (1 object, 8 vertices, 12 triangles) in 0 ms.
2014-02-22T15:44:53.061567Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pCubeShape86_183_6.obj (1 object, 16 vertices, 24 triangles) in 0 ms.
2014-02-22T15:44:53.061711Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pCubeShape89_184_6.obj (1 object, 48 vertices, 92 triangles) in 0 ms.
2014-02-22T15:44:53.061805Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pCubeShape98_185_6.obj (1 object, 8 vertices, 6 triangles) in 0 ms.
2014-02-22T15:44:53.061895Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pCubeShape99_186_6.obj (1 object, 6 vertices, 4 triangles) in 0 ms.
2014-02-22T15:44:53.061990Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pCubeShape101_187_6.obj (1 object, 8 vertices, 6 triangles) in 0 ms.
2014-02-22T15:44:53.062149Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pCubeShape104_188_6.obj (1 object, 41 vertices, 64 triangles) in 0 ms.
2014-02-22T15:44:53.062251Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pCubeShape105_189_6.obj (1 object, 8 vertices, 12 triangles) in 0 ms.
2014-02-22T15:44:53.062348Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pCubeShape108_190_6.obj (1 object, 8 vertices, 12 triangles) in 0 ms.
2014-02-22T15:44:53.062460Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pCubeShape109_191_6.obj (1 object, 12 vertices, 20 triangles) in 0 ms.
2014-02-22T15:44:53.062558Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pCubeShape110_192_6.obj (1 object, 8 vertices, 12 triangles) in 0 ms.
2014-02-22T15:44:53.062657Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pCubeShape111_193_6.obj (1 object, 8 vertices, 12 triangles) in 0 ms.
2014-02-22T15:44:53.062757Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pCubeShape112_194_6.obj (1 object, 8 vertices, 12 triangles) in 0 ms.
2014-02-22T15:44:53.063345Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pCubeShape115_195_6.obj (1 object, 353 vertices, 640 triangles) in 1 ms.
2014-02-22T15:44:53.063450Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pCubeShape117_196_6.obj (1 object, 8 vertices, 12 triangles) in 0 ms.
2014-02-22T15:44:53.063550Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pCubeShape119_197_6.obj (1 object, 8 vertices, 12 triangles) in 0 ms.
2014-02-22T15:44:53.063649Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pCubeShape120_198_6.obj (1 object, 8 vertices, 10 triangles) in 0 ms.
2014-02-22T15:44:53.063746Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pCubeShape121_199_6.obj (1 object, 8 vertices, 10 triangles) in 0 ms.
2014-02-22T15:44:53.063845Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pCubeShape123_200_6.obj (1 object, 8 vertices, 12 triangles) in 0 ms.
2014-02-22T15:44:53.063943Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pCubeShape124_201_6.obj (1 object, 8 vertices, 12 triangles) in 0 ms.
2014-02-22T15:44:53.064039Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pCubeShape125_202_6.obj (1 object, 8 vertices, 12 triangles) in 0 ms.
2014-02-22T15:44:53.064136Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pCubeShape126_203_6.obj (1 object, 8 vertices, 12 triangles) in 0 ms.
2014-02-22T15:44:53.064228Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pCubeShape127_204_6.obj (1 object, 8 vertices, 12 triangles) in 0 ms.
2014-02-22T15:44:53.064324Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pCubeShape140_205_6.obj (1 object, 8 vertices, 12 triangles) in 0 ms.
2014-02-22T15:44:53.064419Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pCubeShape141_206_6.obj (1 object, 8 vertices, 12 triangles) in 0 ms.
2014-02-22T15:44:53.064515Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pCubeShape142_207_6.obj (1 object, 8 vertices, 12 triangles) in 0 ms.
2014-02-22T15:44:53.064613Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pCubeShape143_208_6.obj (1 object, 8 vertices, 12 triangles) in 0 ms.
2014-02-22T15:44:53.064717Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pCubeShape146_209_6.obj (1 object, 8 vertices, 12 triangles) in 0 ms.
2014-02-22T15:44:53.064823Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pCubeShape147_210_6.obj (1 object, 8 vertices, 12 triangles) in 0 ms.
2014-02-22T15:44:53.064918Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pCubeShape153_211_6.obj (1 object, 8 vertices, 12 triangles) in 0 ms.
2014-02-22T15:44:53.065049Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pCubeShape158_212_6.obj (1 object, 36 vertices, 72 triangles) in 0 ms.
2014-02-22T15:44:53.065178Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pCubeShape159_213_6.obj (1 object, 36 vertices, 72 triangles) in 0 ms.
2014-02-22T15:44:53.065315Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pCubeShape160_214_6.obj (1 object, 36 vertices, 72 triangles) in 0 ms.
2014-02-22T15:44:53.065445Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pCubeShape161_215_6.obj (1 object, 36 vertices, 72 triangles) in 0 ms.
2014-02-22T15:44:53.065545Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pCubeShape172_216_6.obj (1 object, 8 vertices, 12 triangles) in 0 ms.
2014-02-22T15:44:53.065642Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pCubeShape187_217_6.obj (1 object, 8 vertices, 12 triangles) in 0 ms.
2014-02-22T15:44:53.065737Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pCubeShape188_218_6.obj (1 object, 8 vertices, 6 triangles) in 0 ms.
2014-02-22T15:44:53.065886Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pCubeShape189_219_6.obj (1 object, 24 vertices, 36 triangles) in 0 ms.
2014-02-22T15:44:53.066054Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pCubeShape190_220_6.obj (1 object, 16 vertices, 24 triangles) in 0 ms.
2014-02-22T15:44:53.066172Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pCubeShape191_221_6.obj (1 object, 16 vertices, 24 triangles) in 0 ms.
2014-02-22T15:44:53.066322Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pCubeShape192_222_6.obj (1 object, 54 vertices, 104 triangles) in 0 ms.
2014-02-22T15:44:53.066469Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pCubeShape193_223_6.obj (1 object, 54 vertices, 104 triangles) in 0 ms.
2014-02-22T15:44:53.066598Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pCubeShape194_224_6.obj (1 object, 24 vertices, 36 triangles) in 0 ms.
2014-02-22T15:44:53.066748Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pCubeShape195_225_6.obj (1 object, 54 vertices, 104 triangles) in 0 ms.
2014-02-22T15:44:53.066855Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pCubeShape196_226_6.obj (1 object, 16 vertices, 24 triangles) in 0 ms.
2014-02-22T15:44:53.066959Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pCubeShape197_227_6.obj (1 object, 16 vertices, 24 triangles) in 0 ms.
2014-02-22T15:44:53.067106Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pCubeShape198_228_6.obj (1 object, 54 vertices, 104 triangles) in 0 ms.
2014-02-22T15:44:53.067223Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pCubeShape199_229_6.obj (1 object, 24 vertices, 36 triangles) in 0 ms.
2014-02-22T15:44:53.067372Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pCubeShape200_230_6.obj (1 object, 54 vertices, 104 triangles) in 0 ms.
2014-02-22T15:44:53.067483Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pCubeShape201_231_6.obj (1 object, 16 vertices, 24 triangles) in 0 ms.
2014-02-22T15:44:53.067609Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pCubeShape202_232_6.obj (1 object, 16 vertices, 24 triangles) in 0 ms.
2014-02-22T15:44:53.067760Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pCubeShape203_233_6.obj (1 object, 54 vertices, 104 triangles) in 0 ms.
2014-02-22T15:44:53.067876Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pCubeShape204_234_6.obj (1 object, 24 vertices, 36 triangles) in 0 ms.
2014-02-22T15:44:53.067984Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pCubeShape205_235_6.obj (1 object, 16 vertices, 24 triangles) in 0 ms.
2014-02-22T15:44:53.068142Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pCubeShape206_236_6.obj (1 object, 16 vertices, 24 triangles) in 0 ms.
2014-02-22T15:44:53.068294Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pCubeShape207_237_6.obj (1 object, 54 vertices, 104 triangles) in 0 ms.
2014-02-22T15:44:53.068464Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pCubeShape208_238_6.obj (1 object, 54 vertices, 104 triangles) in 0 ms.
2014-02-22T15:44:53.068566Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pCubeShape209_239_6.obj (1 object, 8 vertices, 10 triangles) in 0 ms.
2014-02-22T15:44:53.068687Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pCubeShape210_240_6.obj (1 object, 20 vertices, 36 triangles) in 0 ms.
2014-02-22T15:44:53.068888Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pCylinderShape3_241_6.obj (1 object, 86 vertices, 168 triangles) in 0 ms.
2014-02-22T15:44:53.069015Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pCylinderShape4_242_6.obj (1 object, 20 vertices, 34 triangles) in 0 ms.
2014-02-22T15:44:53.069133Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pCylinderShape5_243_6.obj (1 object, 18 vertices, 32 triangles) in 0 ms.
2014-02-22T15:44:53.069292Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pCylinderShape14_244_6.obj (1 object, 61 vertices, 115 triangles) in 0 ms.
2014-02-22T15:44:53.069424Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pCylinderShape20_245_6.obj (1 object, 20 vertices, 36 triangles) in 0 ms.
2014-02-22T15:44:53.069563Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pCylinderShape21_246_6.obj (1 object, 20 vertices, 36 triangles) in 0 ms.
2014-02-22T15:44:53.069674Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pPlaneShape11_247_6.obj (1 object, 24 vertices, 22 triangles) in 0 ms.
2014-02-22T15:44:53.069858Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pPlaneShape12_248_6.obj (1 object, 94 vertices, 92 triangles) in 0 ms.
2014-02-22T15:44:53.069948Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pPlaneShape14_249_6.obj (1 object, 4 vertices, 2 triangles) in 0 ms.
2014-02-22T15:44:53.070046Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pPlaneShape17_250_6.obj (1 object, 4 vertices, 2 triangles) in 0 ms.
2014-02-22T15:44:53.070144Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pPlaneShape18_251_6.obj (1 object, 4 vertices, 2 triangles) in 0 ms.
2014-02-22T15:44:53.070233Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pPlaneShape19_252_6.obj (1 object, 4 vertices, 2 triangles) in 0 ms.
2014-02-22T15:44:53.070341Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pPlaneShape20_253_6.obj (1 object, 4 vertices, 2 triangles) in 0 ms.
2014-02-22T15:44:53.070446Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pPlaneShape21_254_6.obj (1 object, 4 vertices, 2 triangles) in 0 ms.
2014-02-22T15:44:53.070556Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pPlaneShape22_255_6.obj (1 object, 4 vertices, 2 triangles) in 0 ms.
2014-02-22T15:44:53.070642Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pPlaneShape23_256_6.obj (1 object, 4 vertices, 2 triangles) in 0 ms.
2014-02-22T15:44:53.070727Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pPlaneShape25_257_6.obj (1 object, 4 vertices, 2 triangles) in 0 ms.
2014-02-22T15:44:53.070844Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pPlaneShape26_258_6.obj (1 object, 14 vertices, 16 triangles) in 0 ms.
2014-02-22T15:44:53.070939Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pPlaneShape27_259_6.obj (1 object, 4 vertices, 2 triangles) in 0 ms.
2014-02-22T15:44:53.071032Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pPlaneShape28_260_6.obj (1 object, 4 vertices, 2 triangles) in 0 ms.
2014-02-22T15:44:53.071123Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pPlaneShape29_261_6.obj (1 object, 4 vertices, 2 triangles) in 0 ms.
2014-02-22T15:44:53.071225Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pPlaneShape30_262_6.obj (1 object, 4 vertices, 2 triangles) in 0 ms.
2014-02-22T15:44:53.071319Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pPlaneShape31_263_6.obj (1 object, 4 vertices, 2 triangles) in 0 ms.
2014-02-22T15:44:53.071410Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pPlaneShape32_264_6.obj (1 object, 4 vertices, 2 triangles) in 0 ms.
2014-02-22T15:44:53.071505Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pPlaneShape33_265_6.obj (1 object, 4 vertices, 2 triangles) in 0 ms.
2014-02-22T15:44:53.071700Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pPlaneShape34_266_6.obj (1 object, 72 vertices, 140 triangles) in 0 ms.
2014-02-22T15:44:53.071895Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pPlaneShape35_267_6.obj (1 object, 72 vertices, 140 triangles) in 0 ms.
2014-02-22T15:44:53.072088Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pPlaneShape38_268_6.obj (1 object, 72 vertices, 140 triangles) in 0 ms.
2014-02-22T15:44:53.072278Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pPlaneShape39_269_6.obj (1 object, 72 vertices, 140 triangles) in 0 ms.
2014-02-22T15:44:53.072559Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pPlaneShape40_270_6.obj (1 object, 170 vertices, 270 triangles) in 0 ms.
2014-02-22T15:44:53.073381Z <001>    16 MB warning | while loading mesh object "_Home_set_01_pasted__polySurface2_Home_set_01_pasted__polySurfaceShape2.0": 1 normal vector (out of 1,580) were null and have been replaced by arbitrary unit-length vectors.
2014-02-22T15:44:53.073424Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_pasted__polySurfaceShape2_271_6.obj (1 object, 476 vertices, 924 triangles) in 1 ms.
2014-02-22T15:44:53.073565Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_polySurfaceShape13_272_6.obj (1 object, 20 vertices, 18 triangles) in 0 ms.
2014-02-22T15:44:53.073675Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_polySurfaceShape3_273_6.obj (1 object, 6 vertices, 4 triangles) in 0 ms.
2014-02-22T15:44:53.073860Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_polySurfaceShape19_274_6.obj (1 object, 71 vertices, 100 triangles) in 0 ms.
2014-02-22T15:44:53.073996Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_polySurfaceShape41_275_6.obj (1 object, 24 vertices, 30 triangles) in 0 ms.
2014-02-22T15:44:53.074098Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_polySurfaceShape46_276_6.obj (1 object, 10 vertices, 8 triangles) in 0 ms.
2014-02-22T15:44:53.074220Z <001>    16 MB info    | loaded mesh file ./_geometry/Home_set_01_polySurfaceShape49_277_6.obj (1 object, 24 vertices, 34 triangles) in 0 ms.
2014-02-22T15:44:53.074637Z <001>    17 MB info    | loaded mesh file ./_geometry/Home_set_01_polySurfaceShape22_278_6.obj (1 object, 314 vertices, 450 triangles) in 0 ms.
2014-02-22T15:44:53.074837Z <001>    17 MB info    | loaded mesh file ./_geometry/Home_set_01_polySurfaceShape61_279_6.obj (1 object, 96 vertices, 144 triangles) in 0 ms.
2014-02-22T15:44:53.075182Z <001>    17 MB info    | loaded mesh file ./_geometry/Home_set_01_polySurfaceShape123_280_6.obj (1 object, 176 vertices, 332 triangles) in 0 ms.
2014-02-22T15:44:53.075344Z <001>    17 MB info    | loaded mesh file ./_geometry/Home_set_01_polySurfaceShape53_281_6.obj (1 object, 40 vertices, 60 triangles) in 0 ms.
2014-02-22T15:44:53.075501Z <001>    17 MB info    | loaded mesh file ./_geometry/Home_set_01_polySurfaceShape54_282_6.obj (1 object, 40 vertices, 60 triangles) in 0 ms.
2014-02-22T15:44:53.075652Z <001>    17 MB info    | loaded mesh file ./_geometry/Home_set_01_polySurfaceShape55_283_6.obj (1 object, 40 vertices, 60 triangles) in 0 ms.
2014-02-22T15:44:53.075873Z <001>    17 MB info    | loaded mesh file ./_geometry/Home_set_01_polySurfaceShape56_284_6.obj (1 object, 120 vertices, 138 triangles) in 0 ms.
2014-02-22T15:44:53.076064Z <001>    17 MB info    | loaded mesh file ./_geometry/Home_set_01_polySurfaceShape91_285_6.obj (1 object, 86 vertices, 120 triangles) in 0 ms.
2014-02-22T15:44:53.076220Z <001>    17 MB info    | loaded mesh file ./_geometry/Home_set_01_polySurfaceShape59_286_6.obj (1 object, 40 vertices, 60 triangles) in 0 ms.
2014-02-22T15:44:53.076421Z <001>    17 MB info    | loaded mesh file ./_geometry/Home_set_01_polySurfaceShape115_287_6.obj (1 object, 92 vertices, 134 triangles) in 0 ms.
2014-02-22T15:44:53.077327Z <001>    17 MB warning | while loading mesh object "_Home_set_01_polySurface66_Home_set_01_polySurfaceShape125.0": 12 polygonal faces (out of 536) could not be triangulated and have been replaced by zero-area triangles.
2014-02-22T15:44:53.077350Z <001>    17 MB warning | while loading mesh object "_Home_set_01_polySurface66_Home_set_01_polySurfaceShape125.0": 51 normal vectors (out of 1,938) were null and have been replaced by arbitrary unit-length vectors.
2014-02-22T15:44:53.077376Z <001>    17 MB info    | loaded mesh file ./_geometry/Home_set_01_polySurfaceShape125_288_6.obj (1 object, 586 vertices, 1,054 triangles) in 1 ms.
2014-02-22T15:44:53.077557Z <001>    17 MB info    | loaded mesh file ./_geometry/Home_set_01_pots_and_pans_geo_frying_panShape_289_6.obj (1 object, 64 vertices, 120 triangles) in 0 ms.
2014-02-22T15:44:53.077795Z <001>    17 MB info    | loaded mesh file ./_geometry/Home_set_01_pots_and_pans_geo_milk_panShape_290_6.obj (1 object, 116 vertices, 208 triangles) in 0 ms.
2014-02-22T15:44:53.078001Z <001>    17 MB info    | loaded mesh file ./_geometry/Home_set_01_pots_and_pans_geo_panShape_291_6.obj (1 object, 94 vertices, 184 triangles) in 0 ms.
2014-02-22T15:44:53.078192Z <001>    17 MB info    | loaded mesh file ./_geometry/Home_set_01_pots_and_pans_geo_pan_lidShape_292_6.obj (1 object, 86 vertices, 160 triangles) in 0 ms.
2014-02-22T15:44:53.078509Z <001>    17 MB info    | loaded mesh file ./_geometry/Home_set_01_pots_and_pans_geo_pasta_panShape_293_6.obj (1 object, 194 vertices, 368 triangles) in 0 ms.
2014-02-22T15:44:53.078799Z <001>    17 MB info    | loaded mesh file ./_geometry/Home_set_01_pots_and_pans_geo_pasta_pan_lidShape_294_6.obj (1 object, 144 vertices, 280 triangles) in 0 ms.
2014-02-22T15:44:53.080341Z <001>    17 MB warning | while loading mesh object "_Home_set_01_radiator1_geo_radiator_Home_set_01_radiator1_geo_radiatorShape.0": 1 polygonal face (out of 1,063) could not be triangulated and have been replaced by zero-area triangles.
2014-02-22T15:44:53.080379Z <001>    17 MB info    | loaded mesh file ./_geometry/Home_set_01_radiator1_geo_radiatorShape_295_6.obj (1 object, 1,134 vertices, 2,200 triangles) in 2 ms.
2014-02-22T15:44:53.080533Z <001>    17 MB info    | loaded mesh file ./_geometry/Home_set_01_radio1_geo_radio_aerialShape_298_6.obj (1 object, 36 vertices, 68 triangles) in 0 ms.
2014-02-22T15:44:53.080646Z <001>    17 MB info    | loaded mesh file ./_geometry/Home_set_01_radio1_geo_radio_aerial_twistShape_297_6.obj (1 object, 12 vertices, 20 triangles) in 0 ms.
2014-02-22T15:44:53.080838Z <001>    17 MB info    | loaded mesh file ./_geometry/Home_set_01_radio1_geo_radio_bodyShape_296_6.obj (1 object, 99 vertices, 136 triangles) in 0 ms.
2014-02-22T15:44:53.081380Z <001>    17 MB info    | loaded mesh file ./_geometry/Home_set_01_scissors_geo_scissors_topShape_300_250.obj (1 object, 72 vertices, 144 triangles) in 0 ms.
2014-02-22T15:44:53.081707Z <001>    17 MB info    | loaded mesh file ./_geometry/Home_set_01_scissors_geo_scissors_bottomShape_299_6.obj (1 object, 81 vertices, 158 triangles) in 0 ms.
